datetime,hs,wvdir,tp,latitude,longitude
2025-05-03 17:00:00+08:00,2.3094232394787535,250.56813892025536,13.347628145390178,-31.7567,115.5447
2025-05-03 20:00:00+08:00,0.9636278487502737,242.1124775536367,15.376996163701278,-31.7567,115.5447
2025-05-03 23:00:00+08:00,1.666429535569326,240.57599707022354,13.764370098696855,-31.7567,115.5447
2025-05-04 02:00:00+08:00,2.200336885280933,252.58039466536474,14.416406669148836,-31.7567,115.5447
2025-05-04 05:00:00+08:00,2.574709882503751,243.142771691031,12.617766993865779,-31.7567,115.5447
2025-05-04 08:00:00+08:00,1.1168440384533305,250.97846003601205,13.314166064638203,-31.7567,115.5447
2025-05-04 11:00:00+08:00,2.4859409322794406,249.94915030365934,11.354407225318154,-31.7567,115.5447
2025-05-04 14:00:00+08:00,1.2509121213415944,240.5002857753232,11.206301875423444,-31.7567,115.5447
2025-05-04 17:00:00+08:00,1.800496958769499,241.8150993377487,14.383139154881427,-31.7567,115.5447
2025-05-04 20:00:00+08:00,2.4563690937833926,244.9913173619804,15.295221212073121,-31.7567,115.5447
2025-05-04 23:00:00+08:00,1.233649732963044,243.53915292825133,11.748339948362682,-31.7567,115.5447
2025-05-05 02:00:00+08:00,1.6171610596026529,240.34566386913707,13.751422034607979,-31.7567,115.5447
2025-05-05 05:00:00+08:00,1.2191042700277814,243.16151933347612,16.75582912808618,-31.7567,115.5447
2025-05-05 08:00:00+08:00,0.863750080751978,244.49665382854738,15.085726781701092,-31.7567,115.5447
2025-05-05 11:00:00+08:00,1.3999976740012918,241.8287931150247,15.009863967528291,-31.7567,115.5447
2025-05-05 14:00:00+08:00,0.847248642597739,242.91177050080915,13.331411364360479,-31.7567,115.5447
2025-05-05 17:00:00+08:00,1.1360881298867793,243.67753215125012,14.96950752403326,-31.7567,115.5447
2025-05-05 20:00:00+08:00,1.9280776688741814,242.21179699087534,14.371415517807536,-31.7567,115.5447
2025-05-05 23:00:00+08:00,0.9648083606067153,240.15490023499297,13.67171082955412,-31.7567,115.5447
2025-05-06 02:00:00+08:00,2.0998462670369675,250.02730503250245,17.121634917569246,-31.7567,115.5447
2025-05-06 05:00:00+08:00,0.9971733185216919,246.27455085909645,14.747587675405123,-31.7567,115.5447
2025-05-06 08:00:00+08:00,0.8653498243964993,242.91605969420485,12.14339444782861,-31.7567,115.5447
2025-05-06 11:00:00+08:00,1.148092144413591,243.65618286690918,13.676856106692703,-31.7567,115.5447
2025-05-06 14:00:00+08:00,1.8999967254860124,241.15635657826513,14.157390372020625,-31.7567,115.5447
2025-05-06 17:00:00+08:00,1.1788975996581972,243.66535892819033,15.174489353801077,-31.7567,115.5447
2025-05-06 20:00:00+08:00,1.3891820875881318,245.67924069948452,14.186214390331736,-31.7567,115.5447
2025-05-06 23:00:00+08:00,1.426088998077337,244.62506595049936,14.822690338450268,-31.7567,115.5447
2025-05-07 02:00:00+08:00,2.6366545951719855,252.1754438306831,16.057250241767623,-31.7567,115.5447
2025-05-07 05:00:00+08:00,2.7018845545823655,251.96072927030264,16.03496432825707,-31.7567,115.5447
2025-05-07 08:00:00+08:00,1.3185192668233374,245.11473714407825,13.594623588366343,-31.7567,115.5447
2025-05-07 11:00:00+08:00,2.4337216714377385,240.1133618579673,13.272140374889366,-31.7567,115.5447
2025-05-07 14:00:00+08:00,2.863552998077346,242.7342348094123,15.45878923014005,-31.7567,115.5447
2025-05-07 17:00:00+08:00,1.3613376423841168,250.46975115207394,13.7352273939024,-31.7567,115.5447
2025-05-07 20:00:00+08:00,1.5989523486434616,250.60311166722636,12.27283282082583,-31.7567,115.5447
2025-05-07 23:00:00+08:00,1.979279360820342,244.51812616351856,13.919166522904131,-31.7567,115.5447
2025-05-08 02:00:00+08:00,1.618170382396933,243.16942094180158,15.462332352916038,-31.7567,115.5447
2025-05-08 05:00:00+08:00,2.5553457278359453,240.4543966795866,16.53615081954405,-31.7567,115.5447
2025-05-08 08:00:00+08:00,1.4408937184362418,252.76904007080316,14.024924141972093,-31.7567,115.5447
2025-05-08 11:00:00+08:00,1.7189581901303184,244.55590270699216,14.121722309884934,-31.7567,115.5447
2025-05-08 14:00:00+08:00,1.9377704661397175,252.96338096255403,15.695777246620075,-31.7567,115.5447
2025-05-08 17:00:00+08:00,1.3128990540482917,241.982887661367,17.09359319071016,-31.7567,115.5447
2025-05-08 20:00:00+08:00,2.00975794061099,243.15639515366098,11.565320649189731,-31.7567,115.5447
2025-05-08 23:00:00+08:00,1.1883367468489683,245.21083968627028,13.445411893185215,-31.7567,115.5447
2025-05-09 02:00:00+08:00,1.172738091860715,242.9187931760616,16.934024520279205,-31.7567,115.5447
2025-05-09 05:00:00+08:00,1.1789187096774238,244.45011432233684,14.1727946702475,-31.7567,115.5447
2025-05-09 08:00:00+08:00,0.8234678760948533,243.8381044343398,16.676183673085728,-31.7567,115.5447
2025-05-09 11:00:00+08:00,1.1790506472975906,244.5831144749294,15.324543052217168,-31.7567,115.5447
2025-05-09 14:00:00+08:00,1.7175652587054135,242.95321219519678,11.817540537736136,-31.7567,115.5447
2025-05-09 17:00:00+08:00,1.3131513847468506,243.44422815637725,12.005428695455793,-31.7567,115.5447
2025-05-09 20:00:00+08:00,1.74979168211921,244.59730045472617,14.026370643147045,-31.7567,115.5447
2025-05-09 23:00:00+08:00,2.53595815424056,245.49238831751492,12.428939549668875,-31.7567,115.5447
2025-05-10 02:00:00+08:00,0.9220153830378185,251.49744364757248,16.76373121103522,-31.7567,115.5447
2025-05-10 05:00:00+08:00,1.3500345464644405,240.77348454237537,17.29036163115304,-31.7567,115.5447
2025-05-10 08:00:00+08:00,1.5017736945097309,243.866485183264,13.686812543351536,-31.7567,115.5447
2025-05-10 11:00:00+08:00,3.0827152386242367,241.5161038850067,14.270968221930591,-31.7567,115.5447
2025-05-10 14:00:00+08:00,1.410223829096357,244.6436114383377,14.51286132657856,-31.7567,115.5447
2025-05-10 17:00:00+08:00,1.4958843289895352,243.47303958250717,13.600120427014978,-31.7567,115.5447
2025-05-10 20:00:00+08:00,2.864704813501401,242.8960463881348,14.83532038697461,-31.7567,115.5447
2025-05-10 23:00:00+08:00,1.2361308199102787,239.7695408185069,14.889600410656968,-31.7567,115.5447
2025-05-11 02:00:00+08:00,2.0458600316171784,242.77136973174262,11.196162948820458,-31.7567,115.5447
2025-05-11 05:00:00+08:00,1.778929445844914,243.41356218146345,14.250260980620721,-31.7567,115.5447
2025-05-11 08:00:00+08:00,1.2782063866695241,245.64301107821927,16.264201218543043,-31.7567,115.5447
2025-05-11 11:00:00+08:00,1.5896672386242354,252.40884450819445,14.912959123508312,-31.7567,115.5447
2025-05-11 14:00:00+08:00,0.9343096603289965,242.53984118167708,11.958738106509598,-31.7567,115.5447
2025-05-11 17:00:00+08:00,3.003354760094008,240.44674117252157,15.569306347972041,-31.7567,115.5447
2025-05-11 20:00:00+08:00,1.394533477462083,251.20405578783553,16.35565954283273,-31.7567,115.5447
2025-05-11 23:00:00+08:00,0.8934713386028644,244.12878518021216,13.438753693899347,-31.7567,115.5447
2025-05-12 02:00:00+08:00,1.710178731040381,252.86712021240902,15.184796010132137,-31.7567,115.5447
2025-05-12 05:00:00+08:00,2.3740637675710436,242.2755723746456,13.610784012207391,-31.7567,115.5447
2025-05-12 08:00:00+08:00,1.3504092493057138,252.12154765465274,12.819217777397991,-31.7567,115.5447
2025-05-12 11:00:00+08:00,1.1857659423200202,243.42349412518732,14.075526188177117,-31.7567,115.5447
2025-05-12 14:00:00+08:00,0.86910213031404,245.63096969512057,12.476301057527388,-31.7567,115.5447
2025-05-12 17:00:00+08:00,1.5998396291390828,240.82765318765874,13.288077382732626,-31.7567,115.5447
2025-05-12 20:00:00+08:00,0.9835702200384552,241.25302163762362,14.11386584942166,-31.7567,115.5447
2025-05-12 23:00:00+08:00,1.0468973091219906,242.04512491225967,13.164045274330878,-31.7567,115.5447
2025-05-13 02:00:00+08:00,1.6398543302713195,251.6907034516436,14.905609877742824,-31.7567,115.5447
2025-05-13 05:00:00+08:00,1.0860164836573414,243.1523256935335,12.845893513351845,-31.7567,115.5447
2025-05-13 08:00:00+08:00,0.9044831822260224,241.93293789483366,12.567625198034607,-31.7567,115.5447
2025-05-13 11:00:00+08:00,3.014726133732121,242.36514444410577,15.834744010010063,-31.7567,115.5447
2025-05-13 14:00:00+08:00,1.8385593129673239,240.4913118686488,11.706244483046966,-31.7567,115.5447
